Date,MaxT,WS_Name
43015,12,ODENSE / BELDRINGE
43015,12,KARUP
43016,12,KOEBENHAVN / ROSKILDE
43017,13,BILLUND LUFTHAVN
43017,14,SKRYDSTRUP
43018,14,THYBOROEN
43019,15,COPENHAGEN KASTRUP
43019,15,KARUP
43019,15,SKRYDSTRUP
43019,15,ABED
43020,14,KOEBENHAVN / ROSKILDE
43021,15,THYBOROEN
43023,14,SKAGEN
43024,16,COPENHAGEN KASTRUP
43024,18,BILLUND LUFTHAVN
43025,15,ABED
43125,7,AALBORG
43126,5,SKRYDSTRUP
43128,8,AALBORG
43129,8,AALBORG
43129,8,ODENSE / BELDRINGE
43130,6,SKAGEN
43131,5,SKAGEN
43131,7,SKRYDSTRUP
43133,-1,SKAGEN
43133,3,TIRSTRUP
43134,-1,KOEBENHAVN / ROSKILDE
43134,-1,COPENHAGEN KASTRUP
43135,1,KOEBENHAVN / ROSKILDE
43136,-1,THYBOROEN
43137,-1,ODENSE / BELDRINGE
43138,2,SKRYDSTRUP
43139,2,SKRYDSTRUP
43140,1,COPENHAGEN KASTRUP
43141,2,THYBOROEN
43142,3,KARUP
43143,5,AALBORG
43144,2,BILLUND LUFTHAVN
43144,4,SKAGEN
43144,5,THYBOROEN
43145,3,BILLUND LUFTHAVN
43145,4,KOEBENHAVN / ROSKILDE
43145,5,AALBORG
43146,3,SKAGEN
43147,4,AALBORG
43147,5,TIRSTRUP
43148,4,COPENHAGEN KASTRUP
43148,6,THYBOROEN
43149,4,ODENSE / BELDRINGE
43150,3,ODENSE / BELDRINGE
43150,3,AALBORG
43151,3,BILLUND LUFTHAVN
43151,4,KARUP
43152,3,BILLUND LUFTHAVN
43152,3,KARUP
43152,4,KOEBENHAVN / ROSKILDE
43152,5,THYBOROEN
43153,2,BILLUND LUFTHAVN
43153,3,TIRSTRUP
43154,2,COPENHAGEN KASTRUP
43155,0,ODENSE / BELDRINGE
43155,0,KOEBENHAVN / ROSKILDE
43156,-2,SKRYDSTRUP
43157,0,ABED
43158,-4,KOEBENHAVN / ROSKILDE
43158,-4,SKRYDSTRUP
43159,-6,AALBORG
43159,-6,BILLUND LUFTHAVN
43123,5,BILLUND LUFTHAVN
43123,5,THYBOROEN
43125,7,SKAGEN
43126,5,KOEBENHAVN / ROSKILDE
43127,5,SKAGEN
43127,5,SKRYDSTRUP
43127,6,ODENSE / BELDRINGE
43128,7,THYBOROEN
43128,8,TIRSTRUP
43129,7,SKAGEN
43129,9,COPENHAGEN KASTRUP
43129,9,TIRSTRUP
43130,6,THYBOROEN
43133,3,KARUP
43134,-2,BILLUND LUFTHAVN
43134,-2,SKRYDSTRUP
43134,-1,TIRSTRUP
43135,-1,AALBORG
43136,-1,KARUP
43136,-1,SKRYDSTRUP
43136,-1,TIRSTRUP
43136,0,ABED
43137,-1,TIRSTRUP
43138,4,AALBORG
43138,5,KARUP
43138,5,THYBOROEN
43139,2,ODENSE / BELDRINGE
43161,-2,KARUP
43161,-2,KOEBENHAVN / ROSKILDE
43163,-2,BILLUND LUFTHAVN
43164,4,SKRYDSTRUP
43166,2,KARUP
43166,2,SKRYDSTRUP
43167,1,THYBOROEN
43167,1,COPENHAGEN KASTRUP
43167,2,AALBORG
43168,2,COPENHAGEN KASTRUP
43169,1,SKAGEN
43170,1,SKAGEN
43170,9,ABED
43171,11,SKRYDSTRUP
43173,3,SKAGEN
43173,3,COPENHAGEN KASTRUP
43173,4,BILLUND LUFTHAVN
43175,-1,SKAGEN
43175,0,AALBORG
43176,-1,BILLUND LUFTHAVN
43176,0,AALBORG
43177,1,TIRSTRUP
43177,2,AALBORG
43178,4,ODENSE / BELDRINGE
43178,5,BILLUND LUFTHAVN
43182,5,ODENSE / BELDRINGE
43171,4,AALBORG
43172,3,BILLUND LUFTHAVN
43172,3,TIRSTRUP
43173,6,SKRYDSTRUP
43174,1,TIRSTRUP
43174,2,BILLUND LUFTHAVN
43174,3,ABED
43175,0,COPENHAGEN KASTRUP
43175,0,KARUP
43176,-1,KOEBENHAVN / ROSKILDE
43176,-1,KARUP
43177,1,BILLUND LUFTHAVN
43177,2,THYBOROEN
43177,3,KARUP
43177,3,COPENHAGEN KASTRUP
43178,7,AALBORG
43179,4,TIRSTRUP
43179,7,KARUP
43180,6,COPENHAGEN KASTRUP
43180,6,THYBOROEN
43182,5,SKRYDSTRUP
43183,7,ODENSE / BELDRINGE
43186,2,THYBOROEN
43187,1,SKAGEN
43187,1,KARUP
43188,4,KARUP
43188,5,SKAGEN
43175,-1,ODENSE / BELDRINGE
43178,6,TIRSTRUP
43179,5,COPENHAGEN KASTRUP
43180,6,BILLUND LUFTHAVN
43180,6,KOEBENHAVN / ROSKILDE
43180,8,AALBORG
43181,6,SKRYDSTRUP
43183,6,SKAGEN
43183,6,BILLUND LUFTHAVN
43184,6,BILLUND LUFTHAVN
43185,8,TIRSTRUP
43186,5,KOEBENHAVN / ROSKILDE
43186,6,ABED
43187,1,KOEBENHAVN / ROSKILDE
43188,1,SKRYDSTRUP
43189,3,SKRYDSTRUP
43190,2,BILLUND LUFTHAVN
43190,3,TIRSTRUP
43190,4,KARUP
43192,4,SKAGEN
43192,8,SKRYDSTRUP
43194,9,SKAGEN
43197,14,ODENSE / BELDRINGE
43198,14,KOEBENHAVN / ROSKILDE
43198,21,ODENSE / BELDRINGE
43199,19,COPENHAGEN KASTRUP
43139,4,THYBOROEN
43140,2,THYBOROEN
43141,1,AALBORG
43142,3,ODENSE / BELDRINGE
43143,3,ABED
43144,3,SKRYDSTRUP
43145,3,SKRYDSTRUP
43145,5,TIRSTRUP
43147,5,BILLUND LUFTHAVN
43147,5,SKRYDSTRUP
43149,3,TIRSTRUP
43150,3,COPENHAGEN KASTRUP
43150,4,KOEBENHAVN / ROSKILDE
43151,4,ABED
43152,2,SKAGEN
43152,4,ABED
43154,4,KARUP
43158,-5,KARUP
43160,-4,BILLUND LUFTHAVN
43160,-4,AALBORG
43161,-2,THYBOROEN
43162,-3,ABED
43162,0,AALBORG
43163,-2,ABED
43164,0,THYBOROEN
43165,3,THYBOROEN
43165,3,TIRSTRUP
43165,5,KOEBENHAVN / ROSKILDE
43165,5,ABED
43167,-1,SKAGEN
43167,1,KOEBENHAVN / ROSKILDE
43167,2,ODENSE / BELDRINGE
43168,5,ABED
43169,1,COPENHAGEN KASTRUP
43169,1,KOEBENHAVN / ROSKILDE
43170,3,KOEBENHAVN / ROSKILDE
43171,2,SKAGEN
43171,3,THYBOROEN
43171,5,ABED
43173,3,ODENSE / BELDRINGE
43174,1,THYBOROEN
43174,2,AALBORG
43176,-1,TIRSTRUP
43177,0,ABED
43178,6,SKAGEN
43179,4,SKAGEN
43179,7,BILLUND LUFTHAVN
43180,7,SKRYDSTRUP
43180,7,ODENSE / BELDRINGE
43181,5,THYBOROEN
43181,6,BILLUND LUFTHAVN
43181,7,AALBORG
43182,5,AALBORG
43183,4,THYBOROEN
43175,0,TIRSTRUP
43176,-1,ABED
43178,2,ABED
43178,4,KOEBENHAVN / ROSKILDE
43178,6,THYBOROEN
43179,4,ABED
43179,8,SKRYDSTRUP
43180,5,ABED
43181,1,SKAGEN
43181,6,KARUP
43182,2,COPENHAGEN KASTRUP
43182,4,ABED
43182,5,KARUP
43184,6,ABED
43184,9,ODENSE / BELDRINGE
43185,6,ABED
43185,8,KARUP
43185,9,AALBORG
43187,1,COPENHAGEN KASTRUP
43188,3,TIRSTRUP
43190,2,ODENSE / BELDRINGE
43190,3,SKRYDSTRUP
43191,3,ODENSE / BELDRINGE
43191,8,BILLUND LUFTHAVN
43191,8,SKRYDSTRUP
43193,2,SKAGEN
43193,6,AALBORG
43138,2,SKAGEN
43143,4,SKAGEN
43143,4,SKRYDSTRUP
43143,4,COPENHAGEN KASTRUP
43144,2,KOEBENHAVN / ROSKILDE
43144,3,TIRSTRUP
43145,4,SKAGEN
43146,1,ABED
43146,1,ODENSE / BELDRINGE
43146,2,SKRYDSTRUP
43146,2,THYBOROEN
43147,3,SKAGEN
43147,5,THYBOROEN
43147,7,KARUP
43149,4,BILLUND LUFTHAVN
43149,4,ABED
43150,2,TIRSTRUP
43151,3,ODENSE / BELDRINGE
43151,3,TIRSTRUP
43151,3,THYBOROEN
43153,2,ABED
43153,2,ODENSE / BELDRINGE
43153,2,THYBOROEN
43154,2,SKRYDSTRUP
43155,0,COPENHAGEN KASTRUP
43155,0,TIRSTRUP
43155,1,AALBORG
43160,-3,ABED
43160,-2,COPENHAGEN KASTRUP
43161,-3,SKAGEN
43161,-1,TIRSTRUP
43163,-1,SKAGEN
43164,1,COPENHAGEN KASTRUP
43164,3,ABED
43165,0,SKAGEN
43168,0,TIRSTRUP
43168,1,KARUP
43169,2,BILLUND LUFTHAVN
43170,2,THYBOROEN
43170,4,KARUP
43170,4,ODENSE / BELDRINGE
43172,3,THYBOROEN
43172,3,AALBORG
43173,3,TIRSTRUP
43174,0,SKAGEN
43174,1,COPENHAGEN KASTRUP
43175,-1,KOEBENHAVN / ROSKILDE
43175,-1,BILLUND LUFTHAVN
43176,0,COPENHAGEN KASTRUP
43177,-1,SKAGEN
43177,2,SKRYDSTRUP
43178,4,SKRYDSTRUP
43179,5,ODENSE / BELDRINGE
43179,6,AALBORG
43155,2,THYBOROEN
43156,-1,KARUP
43157,-1,ODENSE / BELDRINGE
43158,-5,ODENSE / BELDRINGE
43158,-3,ABED
43159,-6,SKAGEN
43159,-5,ABED
43159,-5,SKRYDSTRUP
43160,-4,THYBOROEN
43160,-3,ODENSE / BELDRINGE
43161,-1,ODENSE / BELDRINGE
43162,-1,BILLUND LUFTHAVN
43163,-1,THYBOROEN
43164,0,KOEBENHAVN / ROSKILDE
43165,3,AALBORG
43165,3,KARUP
43165,5,COPENHAGEN KASTRUP
43167,2,TIRSTRUP
43168,1,THYBOROEN
43168,3,ODENSE / BELDRINGE
43169,2,THYBOROEN
43169,3,SKRYDSTRUP
43170,4,COPENHAGEN KASTRUP
43171,5,COPENHAGEN KASTRUP
43172,3,KARUP
43173,4,KARUP
43180,7,KARUP
43181,3,COPENHAGEN KASTRUP
43181,4,TIRSTRUP
43182,2,SKAGEN
43182,2,KOEBENHAVN / ROSKILDE
43182,5,THYBOROEN
43183,5,TIRSTRUP
43183,6,KOEBENHAVN / ROSKILDE
43183,6,ABED
43184,6,TIRSTRUP
43184,7,KARUP
43184,8,COPENHAGEN KASTRUP
43185,7,THYBOROEN
43185,8,ODENSE / BELDRINGE
43186,1,SKAGEN
43186,4,KARUP
43186,5,BILLUND LUFTHAVN
43186,6,ODENSE / BELDRINGE
43187,2,ODENSE / BELDRINGE
43187,2,BILLUND LUFTHAVN
43193,7,THYBOROEN
43193,11,ABED
43195,8,BILLUND LUFTHAVN
43196,7,THYBOROEN
43197,8,KOEBENHAVN / ROSKILDE
43197,14,AALBORG
43173,5,ABED
43174,2,KARUP
43175,0,THYBOROEN
43175,0,SKRYDSTRUP
43175,0,ABED
43176,-1,ODENSE / BELDRINGE
43176,-1,THYBOROEN
43176,0,SKRYDSTRUP
43177,2,KOEBENHAVN / ROSKILDE
43178,7,KARUP
43179,4,KOEBENHAVN / ROSKILDE
43179,6,THYBOROEN
43180,6,SKAGEN
43181,3,KOEBENHAVN / ROSKILDE
43181,4,ODENSE / BELDRINGE
43183,5,AALBORG
43184,8,KOEBENHAVN / ROSKILDE
43185,7,COPENHAGEN KASTRUP
43187,2,THYBOROEN
43188,1,ABED
43188,4,THYBOROEN
43189,4,ODENSE / BELDRINGE
43189,4,SKAGEN
43190,4,AALBORG
43190,4,THYBOROEN
43191,4,SKAGEN
43192,6,ABED
43185,6,SKAGEN
43185,8,SKRYDSTRUP
43185,8,BILLUND LUFTHAVN
43186,1,AALBORG
43186,3,TIRSTRUP
43186,7,SKRYDSTRUP
43187,2,TIRSTRUP
43188,1,COPENHAGEN KASTRUP
43188,1,KOEBENHAVN / ROSKILDE
43189,4,ABED
43189,4,TIRSTRUP
43189,4,COPENHAGEN KASTRUP
43189,7,KARUP
43190,2,KOEBENHAVN / ROSKILDE
43190,2,ABED
43191,2,ABED
43191,3,KOEBENHAVN / ROSKILDE
43191,5,THYBOROEN
43192,8,AALBORG
43192,8,COPENHAGEN KASTRUP
43193,4,COPENHAGEN KASTRUP
43194,12,BILLUND LUFTHAVN
43194,14,KARUP
43195,7,THYBOROEN
43195,10,AALBORG
43195,11,ABED
43026,14,TIRSTRUP
43027,13,AALBORG
43027,13,KARUP
43028,13,ABED
43028,15,SKRYDSTRUP
43029,13,AALBORG
43029,14,ABED
43031,12,TIRSTRUP
43031,12,COPENHAGEN KASTRUP
43032,11,SKAGEN
43032,12,AALBORG
43032,14,THYBOROEN
43033,14,ODENSE / BELDRINGE
43033,14,BILLUND LUFTHAVN
43033,15,KOEBENHAVN / ROSKILDE
43034,14,KARUP
43035,13,KARUP
43035,13,THYBOROEN
43038,8,ODENSE / BELDRINGE
43038,9,ABED
43038,9,THYBOROEN
43041,11,KOEBENHAVN / ROSKILDE
43041,13,SKAGEN
43042,11,ABED
43043,10,BILLUND LUFTHAVN
43043,11,KARUP
43043,11,TIRSTRUP
43193,11,SKRYDSTRUP
43194,8,THYBOROEN
43194,14,AALBORG
43194,15,COPENHAGEN KASTRUP
43195,9,TIRSTRUP
43195,10,ODENSE / BELDRINGE
43196,9,ABED
43197,12,THYBOROEN
43197,13,TIRSTRUP
43198,19,BILLUND LUFTHAVN
43200,11,BILLUND LUFTHAVN
43200,12,KOEBENHAVN / ROSKILDE
43200,12,COPENHAGEN KASTRUP
43202,13,COPENHAGEN KASTRUP
43202,14,KARUP
43202,14,BILLUND LUFTHAVN
43203,16,TIRSTRUP
43203,18,AALBORG
43204,15,TIRSTRUP
43206,15,AALBORG
43206,17,ODENSE / BELDRINGE
43207,15,ODENSE / BELDRINGE
43207,16,KOEBENHAVN / ROSKILDE
43207,16,KARUP
43207,16,COPENHAGEN KASTRUP
43209,23,SKRYDSTRUP
43198,15,COPENHAGEN KASTRUP
43199,15,ODENSE / BELDRINGE
43200,8,ABED
43201,11,COPENHAGEN KASTRUP
43201,11,THYBOROEN
43202,10,SKAGEN
43202,11,ABED
43203,12,ABED
43203,14,COPENHAGEN KASTRUP
43204,15,THYBOROEN
43205,8,SKAGEN
43205,10,COPENHAGEN KASTRUP
43206,14,COPENHAGEN KASTRUP
43206,15,TIRSTRUP
43208,13,SKAGEN
43209,20,AALBORG
43210,21,COPENHAGEN KASTRUP
43211,17,TIRSTRUP
43212,16,KOEBENHAVN / ROSKILDE
43212,18,KARUP
43213,15,ODENSE / BELDRINGE
43213,15,SKRYDSTRUP
43214,11,KARUP
43214,14,ABED
43214,15,KOEBENHAVN / ROSKILDE
43215,13,KARUP
43192,7,KOEBENHAVN / ROSKILDE
43193,10,KARUP
43193,11,ODENSE / BELDRINGE
43194,12,ODENSE / BELDRINGE
43194,14,TIRSTRUP
43195,9,SKRYDSTRUP
43195,9,KARUP
43196,9,AALBORG
43196,11,KARUP
43197,6,SKAGEN
43198,19,ABED
43198,22,SKRYDSTRUP
43198,22,KARUP
43199,6,THYBOROEN
43199,12,KARUP
43199,17,TIRSTRUP
43201,8,ABED
43203,11,SKAGEN
43203,13,THYBOROEN
43204,10,ODENSE / BELDRINGE
43204,11,KOEBENHAVN / ROSKILDE
43204,12,BILLUND LUFTHAVN
43205,10,KOEBENHAVN / ROSKILDE
43205,11,KARUP
43206,15,BILLUND LUFTHAVN
43207,16,ABED
43207,16,BILLUND LUFTHAVN
43183,6,SKRYDSTRUP
43183,9,KARUP
43184,4,THYBOROEN
43184,7,SKAGEN
43184,8,AALBORG
43185,7,KOEBENHAVN / ROSKILDE
43187,2,AALBORG
43187,4,SKRYDSTRUP
43188,5,AALBORG
43189,4,KOEBENHAVN / ROSKILDE
43190,3,COPENHAGEN KASTRUP
43191,4,COPENHAGEN KASTRUP
43191,7,KARUP
43191,7,AALBORG
43192,8,KARUP
43193,3,KOEBENHAVN / ROSKILDE
43194,13,ABED
43195,9,SKAGEN
43196,10,BILLUND LUFTHAVN
43196,11,COPENHAGEN KASTRUP
43197,13,BILLUND LUFTHAVN
43197,14,SKRYDSTRUP
43198,8,SKAGEN
43198,18,TIRSTRUP
43199,10,AALBORG
43200,9,TIRSTRUP
43200,12,SKRYDSTRUP
43189,5,AALBORG
43189,5,THYBOROEN
43190,4,SKAGEN
43192,8,ODENSE / BELDRINGE
43194,13,SKRYDSTRUP
43194,14,KOEBENHAVN / ROSKILDE
43195,11,COPENHAGEN KASTRUP
43196,7,SKAGEN
43196,11,SKRYDSTRUP
43196,11,ODENSE / BELDRINGE
43197,11,COPENHAGEN KASTRUP
43199,17,SKRYDSTRUP
43201,13,AALBORG
43205,8,THYBOROEN
43205,10,ODENSE / BELDRINGE
43205,10,ABED
43206,8,SKAGEN
43206,16,KOEBENHAVN / ROSKILDE
43206,17,KARUP
43207,12,THYBOROEN
43211,15,AALBORG
43212,16,THYBOROEN
43212,17,BILLUND LUFTHAVN
43213,15,AALBORG
43213,15,KARUP
43213,17,ABED
43213,18,COPENHAGEN KASTRUP
43208,19,SKRYDSTRUP
43208,20,ODENSE / BELDRINGE
43209,22,THYBOROEN
43210,18,THYBOROEN
43211,17,ABED
43212,8,SKAGEN
43212,15,SKRYDSTRUP
43212,15,AALBORG
43214,13,ODENSE / BELDRINGE
43215,12,SKRYDSTRUP
43215,13,AALBORG
43215,14,TIRSTRUP
43216,11,SKAGEN
43217,13.3,COPENHAGEN KASTRUP
43217,14,KOEBENHAVN / ROSKILDE
43217,14,BILLUND LUFTHAVN
43218,12,SKRYDSTRUP
43219,9,THYBOROEN
43220,14.3,COPENHAGEN KASTRUP
43221,9,THYBOROEN
43221,10,TIRSTRUP
43221,10,ABED
43221,11,KOEBENHAVN / ROSKILDE
43222,14,KOEBENHAVN / ROSKILDE
43224,14.199,COPENHAGEN KASTRUP
43224,15,TIRSTRUP
43200,8,THYBOROEN
43200,10,KARUP
43201,10,ODENSE / BELDRINGE
43201,12,KOEBENHAVN / ROSKILDE
43201,12,KARUP
43203,15,KOEBENHAVN / ROSKILDE
43204,10,SKRYDSTRUP
43204,15,AALBORG
43205,11,TIRSTRUP
43205,15,AALBORG
43206,11,THYBOROEN
43207,12,SKAGEN
43208,22,COPENHAGEN KASTRUP
43209,18,COPENHAGEN KASTRUP
43209,21,TIRSTRUP
43210,24,SKRYDSTRUP
43210,25,ODENSE / BELDRINGE
43211,17,COPENHAGEN KASTRUP
43212,13,TIRSTRUP
43212,16,ODENSE / BELDRINGE
43213,10,THYBOROEN
43214,9,SKAGEN
43216,9,THYBOROEN
43217,14,SKRYDSTRUP
43217,14,ABED
43218,14.9,COPENHAGEN KASTRUP
43201,8,SKAGEN
43201,11,SKRYDSTRUP
43201,11,BILLUND LUFTHAVN
43202,15,SKRYDSTRUP
43205,10,SKRYDSTRUP
43207,16,SKRYDSTRUP
43208,12,THYBOROEN
43209,24,BILLUND LUFTHAVN
43209,27,KARUP
43210,24,TIRSTRUP
43210,25,AALBORG
43210,26,ABED
43213,11,SKAGEN
43213,17,KOEBENHAVN / ROSKILDE
43213,17,TIRSTRUP
43214,15,COPENHAGEN KASTRUP
43215,9,THYBOROEN
43216,11,BILLUND LUFTHAVN
43216,12,ABED
43216,12,ODENSE / BELDRINGE
43217,9,THYBOROEN
43218,11,SKAGEN
43218,12,AALBORG
43219,12,SKAGEN
43219,14,BILLUND LUFTHAVN
43219,16,ABED
43221,11,KARUP
43045,10,SKAGEN
43048,9,ODENSE / BELDRINGE
43048,10,BILLUND LUFTHAVN
43050,7,KOEBENHAVN / ROSKILDE
43050,7,ABED
43050,8,COPENHAGEN KASTRUP
43051,7,ABED
43051,8,TIRSTRUP
43052,6,COPENHAGEN KASTRUP
43052,7,SKRYDSTRUP
43052,8,ABED
43053,10,TIRSTRUP
43053,11,SKRYDSTRUP
43054,9,ODENSE / BELDRINGE
43054,10,KOEBENHAVN / ROSKILDE
43054,11,THYBOROEN
43057,6,TIRSTRUP
43057,6,BILLUND LUFTHAVN
43057,7,KOEBENHAVN / ROSKILDE
43057,7,KARUP
43057,7,AALBORG
43058,6,KOEBENHAVN / ROSKILDE
43059,7,SKRYDSTRUP
43060,5,THYBOROEN
43060,5,SKAGEN
43061,10,ABED
43209,23,ODENSE / BELDRINGE
43210,25,BILLUND LUFTHAVN
43210,26,KARUP
43211,10,THYBOROEN
43211,17,SKRYDSTRUP
43211,17,KOEBENHAVN / ROSKILDE
43212,18,ABED
43214,9,THYBOROEN
43214,12,BILLUND LUFTHAVN
43215,13,COPENHAGEN KASTRUP
43217,15,TIRSTRUP
43218,13,BILLUND LUFTHAVN
43220,14,ODENSE / BELDRINGE
43220,18,KOEBENHAVN / ROSKILDE
43225,12,THYBOROEN
43225,17,AALBORG
43225,20,KARUP
43226,15,THYBOROEN
43226,21,SKRYDSTRUP
43227,22,SKRYDSTRUP
43227,23,ODENSE / BELDRINGE
43228,16,SKAGEN
43228,22,SKRYDSTRUP
43228,23,ODENSE / BELDRINGE
43229,16,SKAGEN
43229,21.3,COPENHAGEN KASTRUP
43214,12,SKRYDSTRUP
43214,13,TIRSTRUP
43216,13,KARUP
43216,13,AALBORG
43216,13,COPENHAGEN KASTRUP
43217,11,SKAGEN
43217,14,KARUP
43218,12,TIRSTRUP
43219,13,TIRSTRUP
43220,9,SKAGEN
43220,12,BILLUND LUFTHAVN
43220,14,ABED
43221,9,SKRYDSTRUP
43221,9,ODENSE / BELDRINGE
43222,14,THYBOROEN
43223,9,THYBOROEN
43223,9,SKAGEN
43224,10,THYBOROEN
43224,15,KARUP
43227,24,BILLUND LUFTHAVN
43228,24,TIRSTRUP
43230,23,BILLUND LUFTHAVN
43230,23.1,COPENHAGEN KASTRUP
43230,24,AALBORG
43231,16,ABED
43232,18,ABED
43232,20,AALBORG
43219,15,AALBORG
43219,15,KARUP
43220,11,SKRYDSTRUP
43220,13,TIRSTRUP
43221,17,COPENHAGEN KASTRUP
43222,14,ABED
43222,14,TIRSTRUP
43223,12,SKRYDSTRUP
43223,13,AALBORG
43224,12,SKAGEN
43224,15,AALBORG
43225,18,TIRSTRUP
43228,19,COPENHAGEN KASTRUP
43228,25,KARUP
43229,24,AALBORG
43229,25,ABED
43230,18,THYBOROEN
43230,26,ABED
43231,16,AALBORG
43231,17,KARUP
43231,22.1,COPENHAGEN KASTRUP
43232,17,THYBOROEN
43233,22,THYBOROEN
43235,25,TIRSTRUP
43236,14,THYBOROEN
43236,23,AALBORG
43237,15,THYBOROEN
43215,13,KOEBENHAVN / ROSKILDE
43216,12,SKRYDSTRUP
43217,14,AALBORG
43218,8,THYBOROEN
43218,15,KOEBENHAVN / ROSKILDE
43218,17,ABED
43219,12,ODENSE / BELDRINGE
43220,9,THYBOROEN
43221,9,SKAGEN
43221,12,AALBORG
43222,10.699,COPENHAGEN KASTRUP
43222,15,ODENSE / BELDRINGE
43224,14,ABED
43225,19,BILLUND LUFTHAVN
43226,20,TIRSTRUP
43226,21,AALBORG
43227,20,KOEBENHAVN / ROSKILDE
43227,23,ABED
43228,23,THYBOROEN
43230,24,KARUP
43231,16,KOEBENHAVN / ROSKILDE
43231,18,ODENSE / BELDRINGE
43232,19,BILLUND LUFTHAVN
43232,19,TIRSTRUP
43233,20,SKAGEN
43233,23,KOEBENHAVN / ROSKILDE
43222,14,BILLUND LUFTHAVN
43222,15,SKRYDSTRUP
43223,13,KARUP
43223,14,ABED
43225,18,ABED
43225,19,SKRYDSTRUP
43226,14,SKAGEN
43228,19,KOEBENHAVN / ROSKILDE
43228,23,AALBORG
43228,24,ABED
43229,23,SKRYDSTRUP
43229,24,TIRSTRUP
43230,23,ODENSE / BELDRINGE
43231,17,SKRYDSTRUP
43233,23,BILLUND LUFTHAVN
43234,23,ABED
43234,26,AALBORG
43236,24,ODENSE / BELDRINGE
43236,26,KOEBENHAVN / ROSKILDE
43237,19,AALBORG
43237,25.3,COPENHAGEN KASTRUP
43238,19,ABED
43238,20,BILLUND LUFTHAVN
43239,23,KARUP
43240,18,THYBOROEN
43241,21,SKRYDSTRUP
43196,10,KOEBENHAVN / ROSKILDE
43197,15,KARUP
43197,16,ABED
43199,19,KOEBENHAVN / ROSKILDE
43202,13,ODENSE / BELDRINGE
43202,14,AALBORG
43202,14,TIRSTRUP
43203,13,SKRYDSTRUP
43203,17,KARUP
43204,8,ABED
43204,14,COPENHAGEN KASTRUP
43204,16,KARUP
43207,15,AALBORG
43207,16,TIRSTRUP
43208,18,AALBORG
43208,21,TIRSTRUP
43209,22,ABED
43210,18,SKAGEN
43211,11,SKAGEN
43211,16,KARUP
43211,17,BILLUND LUFTHAVN
43214,11,AALBORG
43215,11,BILLUND LUFTHAVN
43215,12,ABED
43215,13,ODENSE / BELDRINGE
43216,14,KOEBENHAVN / ROSKILDE
43216,15,TIRSTRUP
43217,13,ODENSE / BELDRINGE
43218,12,ODENSE / BELDRINGE
43218,12,KARUP
43219,13,SKRYDSTRUP
43219,14.5,COPENHAGEN KASTRUP
43219,15,KOEBENHAVN / ROSKILDE
43220,12,KARUP
43221,10,BILLUND LUFTHAVN
43222,15,KARUP
43222,15,AALBORG
43223,12,BILLUND LUFTHAVN
43223,12.3,COPENHAGEN KASTRUP
43223,13,ODENSE / BELDRINGE
43223,14,KOEBENHAVN / ROSKILDE
43223,14,TIRSTRUP
43224,14,KOEBENHAVN / ROSKILDE
43224,15,SKRYDSTRUP
43224,15,BILLUND LUFTHAVN
43225,13.3,COPENHAGEN KASTRUP
43225,18,ODENSE / BELDRINGE
43226,21,ABED
43226,22,BILLUND LUFTHAVN
43227,16,SKAGEN
43227,21,THYBOROEN
43229,23,ODENSE / BELDRINGE
43229,22,THYBOROEN
43229,26,KARUP
43231,14,SKAGEN
43231,17,BILLUND LUFTHAVN
43233,24,KARUP
43234,25,TIRSTRUP
43234,26,BILLUND LUFTHAVN
43235,24,KOEBENHAVN / ROSKILDE
43235,24.899,COPENHAGEN KASTRUP
43235,27,AALBORG
43237,17,SKAGEN
43238,17,SKAGEN
43238,23,COPENHAGEN KASTRUP
43239,20,BILLUND LUFTHAVN
43239,20,ABED
43241,20,ODENSE / BELDRINGE
43241,22,KARUP
43242,21,ODENSE / BELDRINGE
43242,23,TIRSTRUP
43243,25,TIRSTRUP
43245,23,KOEBENHAVN / ROSKILDE
43245,25,BILLUND LUFTHAVN
43246,24,KOEBENHAVN / ROSKILDE
43247,22,THYBOROEN
43248,21,AALBORG
43248,22,THYBOROEN
43225,18,KOEBENHAVN / ROSKILDE
43226,21,ODENSE / BELDRINGE
43226,23,KARUP
43227,18.5,COPENHAGEN KASTRUP
43227,26,KARUP
43228,24,BILLUND LUFTHAVN
43229,24,BILLUND LUFTHAVN
43230,17,SKAGEN
43232,16,SKAGEN
43232,20,KOEBENHAVN / ROSKILDE
43233,17.5,COPENHAGEN KASTRUP
43233,24,SKRYDSTRUP
43234,21,ODENSE / BELDRINGE
43236,21,KARUP
43240,20,SKAGEN
43240,21,ABED
43240,24,AALBORG
43241,20,TIRSTRUP
43242,23,SKRYDSTRUP
43243,15,THYBOROEN
43243,24,KOEBENHAVN / ROSKILDE
43243,25,BILLUND LUFTHAVN
43244,23,SKRYDSTRUP
43244,24.5,COPENHAGEN KASTRUP
43245,22.8,COPENHAGEN KASTRUP
43232,20,KARUP
43233,23,ODENSE / BELDRINGE
43234,22,SKAGEN
43236,20,SKAGEN
43236,23,ABED
43236,24.699,COPENHAGEN KASTRUP
43237,21,ODENSE / BELDRINGE
43238,19,ODENSE / BELDRINGE
43238,19,KOEBENHAVN / ROSKILDE
43238,20,AALBORG
43239,18,SKAGEN
43239,22,TIRSTRUP
43240,20,SKRYDSTRUP
43241,19,KOEBENHAVN / ROSKILDE
43241,20,AALBORG
