id,tipo,clasificacion,descripcionresumida,responsable,calle,altura,letra,bis,coordenadax,coordenaday,GEOJSON
229955,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,SANTA FE,5242,,0,5434963.22918992,6356187.35230959,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.665850, -32.994527 ] } }"
230004,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CASTRO BARROS PEDRO IGNACI,4801,,0,5441143.01002115,6349770.49646661,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667675, -32.994587 ] } }"
230006,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,GUTIERREZ JUAN MARIA,2240,,0,5437769.73002236,6349627.78385772,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.632923, -32.990270 ] } }"
230007,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,GUTIERREZ JUAN MARIA,2374,,0,5437599.27002242,6349620.06146641,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644472, -33.013521 ] } }"
230010,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,URIBURU PTE. JOSE EVARISTO,1,,0,5440844.30306473,6350118.84690191,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.692770, -32.935219 ] } }"
229987,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,BUENOS AIRES,6557,,0,5439780.65274894,6347533.59828145,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.688409, -32.982815 ] } }"
229951,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,SANTA FE,5041,A,0,5435210.5165449,6356189.23343279,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.688473, -32.984776 ] } }"
229978,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,AVELLANEDA NICOLAS,4521,A,0,5435652.81696187,6350913.12401937,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.687378, -32.984827 ] } }"
229980,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,AVELLANEDA NICOLAS,4585,B,0,5435648.2687731,6350695.57855136,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645322, -33.009810 ] } }"
229988,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CIPOLLETTI INGENIERO,4573,B,0,5435750.68267613,6350690.65810067,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.621742, -32.991028 ] } }"
229992,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,COPAHUE,6302,,0,5439698.7100217,6347944.75646388,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.621841, -32.990280 ] } }"
229989,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,BELGRANO GRAL. MANUEL,4684,,0,5441889.83997492,6350041.05705913,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667794, -32.994054 ] } }"
229991,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,BELGRANO GRAL. MANUEL,4624,,0,5441880.07986452,6350123.92527653,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628522, -32.992027 ] } }"
229995,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,BLANCO ENCALADA MANUEL,2381,,0,5437587.74492039,6349679.11034405,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628623, -32.993850 ] } }"
229997,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,GRANDOLI ABANDERADO CLETO,4757,,0,5441256.85859254,6349926.44932398,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.662794, -32.992806 ] } }"
230001,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,GRANDOLI ABANDERADO CLETO,4951,,0,5441248.63206193,6349724.28993593,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.664011, -32.992846 ] } }"
230020,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MARC JULIO,1950,,0,5438054.13308349,6349820.47381364,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646713, -33.009154 ] } }"
230022,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MARC JULIO,2060,,0,5437940.49634883,6349815.26565036,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.633018, -32.990987 ] } }"
230038,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,LAPRIDA FRANCISCO NARCISO,6229,,0,5439568.3371646,6348016.66503542,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628559, -32.992709 ] } }"
230044,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,MORA LOLA,140,,0,5440835.90802126,6350039.27646701,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686973, -32.983586 ] } }"
230000,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,GRANDOLI ABANDERADO CLETO,4823,,0,5441253.7890007,6349850.8423851,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648477, -33.008945 ] } }"
230050,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MOSCONI GENERAL,3870,,0,5435787.64127305,6350828.47646823,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.632836, -32.992029 ] } }"
230056,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CARNOT NICOLAS SADI,6204,,0,5439403.3006468,6348038.80938069,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.632823, -32.992282 ] } }"
230011,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,HIPOCRATES,4746,,0,5440853.62085458,6349923.85605018,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.663789, -32.992839 ] } }"
230012,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,HIPOCRATES,4780,,0,5440854.97377125,6349895.76709179,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.664143, -32.992850 ] } }"
230021,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MARC JULIO,2040,,0,5437961.15757331,6349816.21258914,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667967, -32.992975 ] } }"
230023,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MARC JULIO,2072,,0,5437928.09961414,6349814.6974871,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685914, -32.982550 ] } }"
230025,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,MARC JULIO,2387,,0,5437570.77328774,6349798.66360953,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628726, -32.995697 ] } }"
230026,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,LAGUNA DEL DESIERTO,3810,,0,5435885.84252302,6350944.01063507,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.621691, -32.991202 ] } }"
230003,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,GRANDOLI ABANDERADO CLETO,5037,B,0,5441240.22859255,6349519.30524174,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.629475, -32.990856 ] } }"
230019,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,BELGRANO GRAL. MANUEL,4702,,0,5441894.72002088,6350021.76646698,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.662213, -32.996889 ] } }"
230042,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,MORA LOLA,31,,1,5441167.01502114,6350055.85396703,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.624866, -32.991998 ] } }"
230048,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,MORENO MARIANO,5050,B,0,5438111.37002224,6349367.96646603,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.627461, -32.992486 ] } }"
230052,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,NALE ROXLO CONRADO,4760,,0,5441598.49168765,6349931.69792518,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.622967, -32.992683 ] } }"
230060,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,RISSO ROMILDO,4802,,0,5441356.27002107,6349876.20646677,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685946, -32.982551 ] } }"
230054,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,MAESTROS SANTAFESINOS,4850,,0,5441776.47002092,6349856.80146673,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686869, -32.982578 ] } }"
230027,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,LAGUNA DEL DESIERTO,3812,,0,5435882.86814802,6350943.88917673,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646678, -33.010147 ] } }"
230028,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,LAGUNA DEL DESIERTO,3870,,0,5435796.61127305,6350940.36688506,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.631685, -32.990937 ] } }"
230039,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,LAPRIDA FRANCISCO NARCISO,6329,,0,5439572.2871646,6347906.50932097,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647575, -33.009390 ] } }"
230043,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,MORA LOLA,82,,0,5440960.49835454,6350045.60813368,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.687319, -32.983582 ] } }"
230047,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MELINCUE,6250,,0,5439487.95002177,6347989.95646396,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648478, -33.008925 ] } }"
230051,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,MOSCONI GENERAL,3900,,0,5435755.26689806,6350828.73938489,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.662160, -32.992943 ] } }"
230055,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,CARNOT NICOLAS SADI,6202,,0,5439403.2100218,6348041.08646404,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.661554, -32.993849 ] } }"
230069,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,VUELTA DE OBLIGADO,4765,,0,5438113.51710557,6349805.61396667,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686879, -32.985013 ] } }"
230071,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,VUELTA DE OBLIGADO,4851,,0,5438170.84002222,6349705.43646653,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.666648, -32.968250 ] } }"
230077,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,WINTER CORONEL,3845,,0,5435797.45185979,6350670.3129986,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.629942, -32.992568 ] } }"
230079,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,AMENABAR JOSE DE,2707,,0,5437676.70532846,6352541.55034833,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669212, -32.978699 ] } }"
230059,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,SANCHEZ DE THOMPSON MARIQUITA,11,,0,5441124.47668782,6349865.64535564,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.660279, -32.997454 ] } }"
230094,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CALLAO,3911,,0,5437444.38145102,6351381.19014251,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.661013, -32.997477 ] } }"
230029,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,LAMADRID GREGORIO ARAOZ D,1865,,0,5438292.49898051,6349306.35104926,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.662765, -32.997532 ] } }"
230030,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,LAMADRID GREGORIO ARAOZ D,1917,,0,5438223.8900222,6349303.39646592,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.663461, -32.997554 ] } }"
230031,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,LAMADRID GREGORIO ARAOZ D,2041,,0,5438060.21958748,6349296.3169007,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628534, -32.996469 ] } }"
230032,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,LAMADRID GREGORIO ARAOZ D,2091,,0,5437995.20168895,6349293.48479925,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646344, -33.011901 ] } }"
230037,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,LAMADRID GREGORIO ARAOZ D,51,,1,5441258.63002111,6349433.85479944,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.628596, -32.992517 ] } }"
230041,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,FRIAS FRANCISCO DE,785,,0,5439604.64002174,6347712.18383196,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.626645, -32.992463 ] } }"
230057,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,GRANDOLI ABANDERADO CLETO,4801,,0,5441250.22729383,6349872.08373949,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.659762, -32.996560 ] } }"
230061,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,SANCHEZ DE THOMPSON MARIQUITA,187,,1,5441432.59274831,6349879.17010313,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.659464, -32.997013 ] } }"
230073,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,VUELTA DE OBLIGADO,5030,B,0,5438340.13784825,6349405.80994434,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.623000, -32.991914 ] } }"
230075,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,VUELTA DE OBLIGADO,5066,B,0,5438368.30668882,6349355.80313267,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.661878, -32.993365 ] } }"
230053,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,MAESTROS SANTAFESINOS,4772,,0,5441772.85002092,6349942.10360972,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.661539, -32.993871 ] } }"
230070,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,VUELTA DE OBLIGADO,4806,,0,5438140.2256744,6349758.91342313,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.686860, -32.985013 ] } }"
230072,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,VUELTA DE OBLIGADO,4853,,0,5438172.20960555,6349703.04271653,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.668657, -32.979288 ] } }"
230076,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,WINTER CORONEL,3843,,0,5435799.19859448,6350670.30361085,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.701630, -32.953639 ] } }"
230078,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,ALCORTA AMANCIO,3951,,0,5437496.69063467,6351316.15014242,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.700199, -32.973093 ] } }"
230080,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,ANCUÑA,5790,,0,5434395.43419016,6354140.83480653,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.666102, -32.965539 ] } }"
230082,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,JUAN XXIII,5751,,0,5434543.6394758,6351984.11733253,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.665865, -32.967043 ] } }"
230084,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,BRANDAZZA ANGEL ENRIQUE,2711,,0,5437725.85736926,6352842.58136919,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.665977, -32.968198 ] } }"
230086,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,BRANDAZZA ANGEL ENRIQUE,2887,,0,5437749.07083768,6352675.93567171,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718825, -32.957580 ] } }"
230088,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,BRANDAZZA ANGEL ENRIQUE,2985,,0,5437739.39089359,6352547.80497761,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698995, -32.952967 ] } }"
230090,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Oscuro,Sumar,BRASIL,2465,,0,5432790.66614653,6353692.8946358,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.700097, -32.952997 ] } }"
230099,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CERRITO,5575,,0,5434641.3850234,6354216.9814733,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698108, -32.973007 ] } }"
230101,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CERRITO,5657,,0,5434538.35877345,6354212.9852233,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.723003, -32.942974 ] } }"
230081,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,JUAN XXIII,5606,,0,5434739.07862938,6351994.97106538,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.722805, -32.945644 ] } }"
230109,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,ROSA JOSE MARIA,1256,,0,5432388.83782894,6355310.09832492,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724019, -32.938318 ] } }"
230111,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,ROSA JOSE MARIA,1478,,0,5432409.42000737,6355014.07169842,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727837, -32.938428 ] } }"
230113,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,DERQUI SANTIAGO,7542,,0,5432290.32085755,6355825.80480907,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728836, -32.936970 ] } }"
230115,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,DERQUI SANTIAGO,7730,,0,5431933.30002434,6355811.16147572,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728590, -32.939052 ] } }"
230096,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CARRANZA ANGEL,821,,0,5431838.74502437,6355972.24897596,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698350, -32.952950 ] } }"
230097,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CARRANZA ANGEL,941,,0,5431863.39737131,6355741.52096541,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.700069, -32.952996 ] } }"
230098,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CERRITO,5525,,0,5434701.63502338,6354219.2864733,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.701160, -32.953026 ] } }"
230100,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CERRITO,5655,,0,5434540.98585677,6354213.08897331,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725915, -32.939846 ] } }"
230102,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Oscuro,Sumar,CERRITO,5745,,0,5434438.93410511,6354209.10035085,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.625362, -32.992428 ] } }"
230106,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CESPEDES MARTINA,1002,,0,5432114.18002428,6355655.20647548,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728562, -32.939800 ] } }"
230064,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,GASPARY FERNANDO,4802,,0,5441552.460021,6349883.80646677,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.723278, -32.937241 ] } }"
230107,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CARRANZA ANGEL,990,,0,5431866.60655498,6355658.55157753,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.722893, -32.944622 ] } }"
230108,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,ROSA JOSE MARIA,844,,0,5432358.78770715,6355945.80638749,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.723286, -32.938298 ] } }"
230110,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,ROSA JOSE MARIA,1376,,0,5432400.43728262,6355127.40005733,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.726309, -32.938382 ] } }"
230112,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,DERQUI SANTIAGO,7506,,0,5432358.83710753,6355828.54230907,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727117, -32.936997 ] } }"
230114,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,DERQUI SANTIAGO,7660,,0,5432076.21648262,6355817.24480906,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727048, -32.938734 ] } }"
230116,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,DONADO AGUSTIN JOSE,825,,0,5431999.57002431,6355970.40147595,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669220, -32.979776 ] } }"
230118,Contenedor en vía pública,Metálico Verde Lateral,Organico 2.4 - V Claro,Sumar,DONADO AGUSTIN JOSE,923,,0,5432007.31900391,6355777.78749607,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669276, -32.979766 ] } }"
